date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:38:31	6908/6908	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2006%20Dec%202016%2010:37:28%20GMT	http://cargo.bold-themes.com/transport-company/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-includes/js/jquery/ui/widget.mine899.js	(from http://cargo.bold-themes.com/transport-company/home/)
08:38:32	3148/3148	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2006%20Dec%202016%2010:37:28%20GMT	http://cargo.bold-themes.com/transport-company/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-includes/js/jquery/ui/mouse.mine899.js	(from http://cargo.bold-themes.com/transport-company/home/)
08:38:32	10987/10987	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2006%20Dec%202016%2010:37:28%20GMT	http://cargo.bold-themes.com/transport-company/wp-includes/js/jquery/ui/slider.min.js?ver=1.11.4	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-includes/js/jquery/ui/slider.mine899.js	(from http://cargo.bold-themes.com/transport-company/home/)
08:38:32	1291/1291	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2002%20Sep%202015%2011:35:22%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/plugins/bt_cost_calculator/jquery.ui.touch-punch.min.js?ver=4.7.3	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/plugins/bt_cost_calculator/jquery.ui.touch-punch.minfe9d.js	(from http://cargo.bold-themes.com/transport-company/home/)
08:38:32	1405/1405	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2009%20Oct%202015%2014:15:06%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/plugins/cargo/bt_parallax.js?ver=4.7.3	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/plugins/cargo/bt_parallaxfe9d.js	(from http://cargo.bold-themes.com/transport-company/home/)
08:38:33	6210/6210	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2001%20Oct%202015%2011:15:26%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/plugins/cargo/instafeed.min.js?ver=4.7.3	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/plugins/cargo/instafeed.minfe9d.js	(from http://cargo.bold-themes.com/transport-company/home/)
08:38:43	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2027%20Mar%202017%2001:41:31%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfont.eot?v=4.3.0	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfonte0a5.eot	(from http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/style.cargo.min.css?ver=4.7.3)
08:38:43	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2027%20Mar%202017%2001:41:31%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfont.eot?	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfontd41d.eot	(from http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/style.cargo.min.css?ver=4.7.3)
08:38:52	56780/56780	---M--	200	added ('OK')	application/font-woff2	date:Mon,%2027%20Mar%202017%2001:41:41%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfont.woff2?v=4.3.0	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfonte0a5.woff2	(from http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/style.cargo.min.css?ver=4.7.3)
08:38:52	280205/280205	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Nov%202015%2012:23:09%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/uploads/sites/2/2015/10/forklift.png	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/uploads/sites/2/2015/10/forklift.png	(from http://cargo.bold-themes.com/transport-company/home/)
08:38:59	313398/313398	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Mar%202017%2001:41:51%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfont.svg?v=4.3.0	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfonte0a5.svg	(from http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/style.cargo.min.css?ver=4.7.3)
08:38:59	71508/71508	---M--	200	added ('OK')	application/font-woff	date:Mon,%2027%20Mar%202017%2001:41:42%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfont.woff?v=4.3.0	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/themes/cargo/fonts/fontawesome-webfonte0a5.woff	(from http://cargo.bold-themes.com/transport-company/wp-content/themes/cargo/style.cargo.min.css?ver=4.7.3)
08:39:02	308435/308435	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Oct%202015%2014:16:36%20GMT	http://cargo.bold-themes.com/transport-company/wp-content/uploads/sites/2/2015/10/shutterstock_147692165-tinted.jpg	E:/templates/Logistic/cargo.bold-themes.com/transport-company/wp-content/uploads/sites/2/2015/10/shutterstock_147692165-tinted.jpg	(from http://cargo.bold-themes.com/transport-company/home/)
